Jurusan,Kategori,Deskripsi,Skills,Karier,URL,combined
Pendidikan Kimia,Ilmu Pendidikan & Agama Islam,"Jurusan Pendidikan Kimia adalah program studi yang mempelajari konsep teoritis kimia serta kompetensi pedagogik yang profesional sebagai pendidik di bidang kimia bagi siswa, mampu menerapkan dan mengembangan pembelajaran kimia berbasis Teknological Pedagogical and Content Knowledge (TPACK).","Penguasaan dasar-dasar keilmuan serta kegiatan ilmiah, Penguasaan konsep, hukum, prinsip, serta teori ilmu kimia & pendidikan kimia, Penerapan ilmu dan laboratorium kimia, serta ilmu dan keterampilan mengajar, Up to date pada perkembangan serta pemutakhiran ilmu & keterampilan, Adaptif, kreatif, terbuka, serta inovatif dalam pembelajaran kimia","Guru SMP/SMA, Dosen, Teknisi Laboratorium Klinis",https://campus.quipper.com/majors/id-pendidikan-kimia,"Pendidikan Kimia Ilmu Pendidikan & Agama Islam Penguasaan dasar-dasar keilmuan serta kegiatan ilmiah, Penguasaan konsep, hukum, prinsip, serta teori ilmu kimia & pendidikan kimia, Penerapan ilmu dan laboratorium kimia, serta ilmu dan keterampilan mengajar, Up to date pada perkembangan serta pemutakhiran ilmu & keterampilan, Adaptif, kreatif, terbuka, serta inovatif dalam pembelajaran kimia Guru SMP/SMA, Dosen, Teknisi Laboratorium Klinis Jurusan Pendidikan Kimia adalah program studi yang mempelajari konsep teoritis kimia serta kompetensi pedagogik yang profesional sebagai pendidik di bidang kimia bagi siswa, mampu menerapkan dan mengembangan pembelajaran kimia berbasis Teknological Pedagogical and Content Knowledge (TPACK)."
Pendidikan Teknologi Informasi,Ilmu Pendidikan & Agama Islam,"Umumnya, salah satu hal yang membuat calon mahasiswa bingung memilih jurusan yang ingin diambil adalah tidak tahu sama sekali apa saja pilihan jurusan kuliah.","Pengetahuan di bidang teknologi informasi, Kompetensi sosial serta kepribadian, Melakukan perencanaan, pengelolaan dan implementasi pembelajaran, Mengembangkan media pembelajaran dengan basis teknologi informasi, Melakukan evaluasi pembelajaran sesuai kurikulum, Merencanakan sistem basis data, Menyelesaikan permasalahan instalasi",Tidak ada informasi,https://campus.quipper.com/majors/id-pendidikan-teknologi-informasi,"Pendidikan Teknologi Informasi Ilmu Pendidikan & Agama Islam Pengetahuan di bidang teknologi informasi, Kompetensi sosial serta kepribadian, Melakukan perencanaan, pengelolaan dan implementasi pembelajaran, Mengembangkan media pembelajaran dengan basis teknologi informasi, Melakukan evaluasi pembelajaran sesuai kurikulum, Merencanakan sistem basis data, Menyelesaikan permasalahan instalasi Tidak ada informasi Umumnya, salah satu hal yang membuat calon mahasiswa bingung memilih jurusan yang ingin diambil adalah tidak tahu sama sekali apa saja pilihan jurusan kuliah."
Musik,"Seni, Desain & Musik","Siapa sih yang nggak suka mendengarkan musik? Kalau Quipperian nggak cuma suka mendengarkan tetapi ingin mempelajari musik lebih dalam dan secara serius kamu bisa masuk Jurusan Musik saat kuliah nanti. Di jurusan Musik kamu akan mempelajari bidang ilmu yang mempelajari teori musik dan membekalimu dengan keterampilan praktis seperti instrumen dalam musik, teknik vokal, dan komposisi. Selain itu, kamu juga akan mempelajari berbagai aliran musik seperti jazz, pop, musik tradisional, dan sebagainya. Kapan lagi kan bermain sambil belajar?","Kemampuan bermusik, Kemampuan melakukan analisis, Kemampuan bekerja dalam tim, Kemampuan mengelola pertunjukan, Kemampuan mengekspresikan gagasan ke bentuk musik, Kemampuan menyajikan musik secara kreatif","Penyiar, Produser TV atau Radio, Event Planner/Event Organizer, Produser Rekaman (Produser Musik), Penata Musik (Music Arranger), Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Terapis Musik, Seniman",https://campus.quipper.com/majors/id-musik,"Musik Seni, Desain & Musik Kemampuan bermusik, Kemampuan melakukan analisis, Kemampuan bekerja dalam tim, Kemampuan mengelola pertunjukan, Kemampuan mengekspresikan gagasan ke bentuk musik, Kemampuan menyajikan musik secara kreatif Penyiar, Produser TV atau Radio, Event Planner/Event Organizer, Produser Rekaman (Produser Musik), Penata Musik (Music Arranger), Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Terapis Musik, Seniman Siapa sih yang nggak suka mendengarkan musik? Kalau Quipperian nggak cuma suka mendengarkan tetapi ingin mempelajari musik lebih dalam dan secara serius kamu bisa masuk Jurusan Musik saat kuliah nanti. Di jurusan Musik kamu akan mempelajari bidang ilmu yang mempelajari teori musik dan membekalimu dengan keterampilan praktis seperti instrumen dalam musik, teknik vokal, dan komposisi. Selain itu, kamu juga akan mempelajari berbagai aliran musik seperti jazz, pop, musik tradisional, dan sebagainya. Kapan lagi kan bermain sambil belajar?"
Seni Rupa,"Seni, Desain & Musik","Seni Rupa adalah bidang seni yang bermula dari pemahaman tradisi “fine art,” sebuah wacana dari modernisme yang dikembangkan dalam kesadaran nilai-nilai lokal juga global. Kamu akan diajari cara berekspresi melalui melukis, seni grafis, seni pahat, kerajinan, dan sebagainya. Kuliah di jurusan ini juga akan mempelajari sejarah seni, komposisi, dan tematik dalam karya seni.","Kemampuan berpikir kritis dan analitis, Kemampuan mengekspresikan perasaan melalui seni, Kemampuan mengorganisir kegiatan seni rupa, Kemampuan menyajikan karya seni, Kemampuan bekerja secara individu dan tim, Kreatif dan Artistik","Ilustrator, Fotografer, Kurator, Desainer Produk, Display Designer (Merchandiser), Pembatik, Resepsionis (Front Office), Pengrajin Mebel, Florist (Dekorator Bunga), Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Content Creator, Digital Marketing, Seniman, Peneliti",https://campus.quipper.com/majors/id-seni-rupa,"Seni Rupa Seni, Desain & Musik Kemampuan berpikir kritis dan analitis, Kemampuan mengekspresikan perasaan melalui seni, Kemampuan mengorganisir kegiatan seni rupa, Kemampuan menyajikan karya seni, Kemampuan bekerja secara individu dan tim, Kreatif dan Artistik Ilustrator, Fotografer, Kurator, Desainer Produk, Display Designer (Merchandiser), Pembatik, Resepsionis (Front Office), Pengrajin Mebel, Florist (Dekorator Bunga), Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Content Creator, Digital Marketing, Seniman, Peneliti Seni Rupa adalah bidang seni yang bermula dari pemahaman tradisi “fine art,” sebuah wacana dari modernisme yang dikembangkan dalam kesadaran nilai-nilai lokal juga global. Kamu akan diajari cara berekspresi melalui melukis, seni grafis, seni pahat, kerajinan, dan sebagainya. Kuliah di jurusan ini juga akan mempelajari sejarah seni, komposisi, dan tematik dalam karya seni."
Seni Kriya,"Seni, Desain & Musik","Seni kriya adalah seni kerajinan tangan yang sangat bernilai karena lahir dari kultur budaya dan memperkaya identitas Indonesia sehingga wajib dipelihara keberadaannya. Beberapa contoh karya seni kriya yaitu anyaman, tembikar, dan topeng. Sering diidentikkan dengan kerajinan, sesungguhnya seni kriya sangat berbeda karena produknya bersifat eksklusif.","Kemampuan berpikir kritis dan analitis, Kemampuan mengekspresikan perasaan melalui seni, Kemampuan mengorganisir kegiatan seni kriya, Kemampuan menyajikan karya seni, Kemampuan bekerja secara individu dan tim, Kreatif dan artistik","Pegawai Negeri Sipil (PNS), Kurator, Dosen, Seniman, Wirausaha (Entrepreuner)",https://campus.quipper.com/majors/id-seni-kriya,"Seni Kriya Seni, Desain & Musik Kemampuan berpikir kritis dan analitis, Kemampuan mengekspresikan perasaan melalui seni, Kemampuan mengorganisir kegiatan seni kriya, Kemampuan menyajikan karya seni, Kemampuan bekerja secara individu dan tim, Kreatif dan artistik Pegawai Negeri Sipil (PNS), Kurator, Dosen, Seniman, Wirausaha (Entrepreuner) Seni kriya adalah seni kerajinan tangan yang sangat bernilai karena lahir dari kultur budaya dan memperkaya identitas Indonesia sehingga wajib dipelihara keberadaannya. Beberapa contoh karya seni kriya yaitu anyaman, tembikar, dan topeng. Sering diidentikkan dengan kerajinan, sesungguhnya seni kriya sangat berbeda karena produknya bersifat eksklusif."
Desain Komunikasi Visual (DKV),"Seni, Desain & Musik","Jurusan Desain Komunikasi Visual atau DKV adalah bagian dari ilmu desain yang mempelajari tentang konsep komunikasi dan ungkapan kreatif, dengan memanfaatkan elemen visual untuk menyampaikan pesan dengan tujuan tertentu. Karena unsur pesan memiliki peran yang sangat penting, lulusan jurusan DKV diharapkan mampu mengeloah pesan tersebut menjadi sesuatu yang menarik, informatif, dan komunikatif, sehingga bisa disampaikan secara efektif.","Kemampuan komunikasi verbal, visual, dan tekstual, Keterampilan menggambar teknis, Kemampuan mengoperasikan software gambar, Kreatif dan inovatif, Kemampuan melakukan analisis, Kemampuan berpikir kritis","Ilustrator, Perancang Web (Web Designer), Desainer Produk, Graphic Designer (Desainer Grafis), Desainer Grafis Game, Animator",https://campus.quipper.com/majors/id-desain-komunikasi-visual,"Desain Komunikasi Visual (DKV) Seni, Desain & Musik Kemampuan komunikasi verbal, visual, dan tekstual, Keterampilan menggambar teknis, Kemampuan mengoperasikan software gambar, Kreatif dan inovatif, Kemampuan melakukan analisis, Kemampuan berpikir kritis Ilustrator, Perancang Web (Web Designer), Desainer Produk, Graphic Designer (Desainer Grafis), Desainer Grafis Game, Animator Jurusan Desain Komunikasi Visual atau DKV adalah bagian dari ilmu desain yang mempelajari tentang konsep komunikasi dan ungkapan kreatif, dengan memanfaatkan elemen visual untuk menyampaikan pesan dengan tujuan tertentu. Karena unsur pesan memiliki peran yang sangat penting, lulusan jurusan DKV diharapkan mampu mengeloah pesan tersebut menjadi sesuatu yang menarik, informatif, dan komunikatif, sehingga bisa disampaikan secara efektif."
Teater & Drama,"Seni, Desain & Musik","Quipperian yang suka menjadi bintang panggung atau bergabung dengan ekskul teater di sekolah dan ingin mendalami teater dengan serius, bisa bergabung dengan jurusan yang satu ini. Teater dan Drama adalah bidang yang mempelajari ilmu tentang pertunjukan seni seperti, pertunjukkan seni klasik, teatrikal, juga musikal. Di sini kamu akan membedah seni teater dan drama secara teori juga dari teknik berekspresi. Selain itu, kamu akan belajar tentang teori peran/akting, menari, menyanyi, berekspresi, menyutradarai, pencahayaan, juga tata kostum dan tata rias wajah.","Kemampuan melakukan analisis, Kemampuan memainkan peran, Kemampuan mengekspresikan gagasan ke bentuk teater dan drama, Kemampuan menciptakan teater dan drama, Kemampuan mengelola pertunjukan seni, Kemampuan bekerja secara tim","Penyiar, Jurnalis (Reporter), Produser TV atau Radio, Event Planner/Event Organizer, Kurator, Pengarah Gaya (Fashion Stylist), Penata Rias (Make-up Artist), Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Guru Taman Kanak-Kanak (TK), Seniman, Sutradara, Editor, Peneliti, Sastrawan",https://campus.quipper.com/majors/id-teater-drama,"Teater & Drama Seni, Desain & Musik Kemampuan melakukan analisis, Kemampuan memainkan peran, Kemampuan mengekspresikan gagasan ke bentuk teater dan drama, Kemampuan menciptakan teater dan drama, Kemampuan mengelola pertunjukan seni, Kemampuan bekerja secara tim Penyiar, Jurnalis (Reporter), Produser TV atau Radio, Event Planner/Event Organizer, Kurator, Pengarah Gaya (Fashion Stylist), Penata Rias (Make-up Artist), Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Guru Taman Kanak-Kanak (TK), Seniman, Sutradara, Editor, Peneliti, Sastrawan Quipperian yang suka menjadi bintang panggung atau bergabung dengan ekskul teater di sekolah dan ingin mendalami teater dengan serius, bisa bergabung dengan jurusan yang satu ini. Teater dan Drama adalah bidang yang mempelajari ilmu tentang pertunjukan seni seperti, pertunjukkan seni klasik, teatrikal, juga musikal. Di sini kamu akan membedah seni teater dan drama secara teori juga dari teknik berekspresi. Selain itu, kamu akan belajar tentang teori peran/akting, menari, menyanyi, berekspresi, menyutradarai, pencahayaan, juga tata kostum dan tata rias wajah."
Fotografi,"Seni, Desain & Musik","Di Jurusan Fotografi kamu akan mempelajari berbagai hal tentang teknik dan proses merekam gambar dalam berbagai bentuk dan situasi yang bertujuan untuk menciptakan sebuah karya seni. Nah, karena fotografi itu pada dasarnya merupakan sebuah seni, maka foto-foto yang direkam dari sebuah peristiwa ataupun keadaan baik itu kondisinya di-setting ataupun tidak haruslah memenuhi unsur-unsur seni dan mampu mempresentasikan nilai dan pesan tersendiri. Sampai sini kamu bisa paham ya kalau fotografi itu sebenarnya bukan asal jepret? So, di jurusan ini kamu akan dibimbing untuk menghasilkan foto yang bukan hanya sekedar bagus tetapi juga memiliki nilai.","Penguasaan kamera, Kepekaan visual dan warna, Kemampuan komunikasi, Kemampuan berpikir kreatif, Kemampuan editing","Fotografer, Content Creator, Influencer",https://campus.quipper.com/majors/id-fotografi,"Fotografi Seni, Desain & Musik Penguasaan kamera, Kepekaan visual dan warna, Kemampuan komunikasi, Kemampuan berpikir kreatif, Kemampuan editing Fotografer, Content Creator, Influencer Di Jurusan Fotografi kamu akan mempelajari berbagai hal tentang teknik dan proses merekam gambar dalam berbagai bentuk dan situasi yang bertujuan untuk menciptakan sebuah karya seni. Nah, karena fotografi itu pada dasarnya merupakan sebuah seni, maka foto-foto yang direkam dari sebuah peristiwa ataupun keadaan baik itu kondisinya di-setting ataupun tidak haruslah memenuhi unsur-unsur seni dan mampu mempresentasikan nilai dan pesan tersendiri. Sampai sini kamu bisa paham ya kalau fotografi itu sebenarnya bukan asal jepret? So, di jurusan ini kamu akan dibimbing untuk menghasilkan foto yang bukan hanya sekedar bagus tetapi juga memiliki nilai."
Desain,"Seni, Desain & Musik",Banyak Quipperian terutama yang jago menggambar melirik jurusan yang satu ini. Desain merupakan bidang ilmu multidisiplin yang menggabungkan berbagai aspek untuk menyelesaikan suatu permasalahan. Kuliah di jurusan desain nantinya kamu nggak cuma ngegambar aja lho! Kamu akan belajar gimana cara membuat di media yang tepat untuk menyampaikan pesan secara efektif.,"Kemampuan komunikasi verbal, visual, dan tekstual, Kemampuan problem solving, Kemampuan melakukan analisis, Kemampuan berpikir kritis, Keterampilan menggambar teknis, Kreatif dan inovatif, Detil, teliti, tekun","Ilustrator, UI/UX Designer, Perancang Web (Web Designer), Desainer Produk, Graphic Designer (Desainer Grafis), Display Designer (Merchandiser), Perancang Busana (Fashion Designer), Pembatik, Desainer Grafis Game, Resepsionis (Front Office), Animator",https://campus.quipper.com/majors/id-desain,"Desain Seni, Desain & Musik Kemampuan komunikasi verbal, visual, dan tekstual, Kemampuan problem solving, Kemampuan melakukan analisis, Kemampuan berpikir kritis, Keterampilan menggambar teknis, Kreatif dan inovatif, Detil, teliti, tekun Ilustrator, UI/UX Designer, Perancang Web (Web Designer), Desainer Produk, Graphic Designer (Desainer Grafis), Display Designer (Merchandiser), Perancang Busana (Fashion Designer), Pembatik, Desainer Grafis Game, Resepsionis (Front Office), Animator Banyak Quipperian terutama yang jago menggambar melirik jurusan yang satu ini. Desain merupakan bidang ilmu multidisiplin yang menggabungkan berbagai aspek untuk menyelesaikan suatu permasalahan. Kuliah di jurusan desain nantinya kamu nggak cuma ngegambar aja lho! Kamu akan belajar gimana cara membuat di media yang tepat untuk menyampaikan pesan secara efektif."
Tari,"Seni, Desain & Musik","Kuliah di jurusan Tari nggak hanya membuatmu menjadi seorang penari yang andal tapi juga bisa menciptakan tarian mu sendiri. Tari adalah bidang ilmu yang mengajarkan mu upaya untuk mengungkapkan perasaan dan pikiran dalam gerak tubuh yang menyesuaikan dengan irama. Nggak hanya itu kamu juga akan belajar bagaimana menghayati dan mempelajari filosofi tarian sehingga tarian akan lebih “bernyawa” saat kamu pentaskan nanti. Dalam seni tari, kamu akan mempelajari bagaimana memadukan berbagai unsur seperti raga, irama, dan rasa. Selain itu, Quipperian juga akan mempelajari koreografi dari berbagai jenis tarian mulai dari tari tradisional sampai tari modern.","Kemampuan meneliti fenomena seni-budaya, Kemampuan melakukan analisis, Kemampuan menciptakan tarian, Kemampuan mengekspresikan gagasan dalam bentuk tarian, Kemampuan menyajikan tarian yang kreatif dan inovatif, Kemampuan mengelola pertunjukan seni","Penyiar, Produser TV atau Radio, Kurator, Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Seniman, Penari (Dancer), Koreografer, Peneliti",https://campus.quipper.com/majors/id-tari,"Tari Seni, Desain & Musik Kemampuan meneliti fenomena seni-budaya, Kemampuan melakukan analisis, Kemampuan menciptakan tarian, Kemampuan mengekspresikan gagasan dalam bentuk tarian, Kemampuan menyajikan tarian yang kreatif dan inovatif, Kemampuan mengelola pertunjukan seni Penyiar, Produser TV atau Radio, Kurator, Guru SMP/SMA, Guru Sekolah Dasar (SD), Dosen, Seniman, Penari (Dancer), Koreografer, Peneliti Kuliah di jurusan Tari nggak hanya membuatmu menjadi seorang penari yang andal tapi juga bisa menciptakan tarian mu sendiri. Tari adalah bidang ilmu yang mengajarkan mu upaya untuk mengungkapkan perasaan dan pikiran dalam gerak tubuh yang menyesuaikan dengan irama. Nggak hanya itu kamu juga akan belajar bagaimana menghayati dan mempelajari filosofi tarian sehingga tarian akan lebih “bernyawa” saat kamu pentaskan nanti. Dalam seni tari, kamu akan mempelajari bagaimana memadukan berbagai unsur seperti raga, irama, dan rasa. Selain itu, Quipperian juga akan mempelajari koreografi dari berbagai jenis tarian mulai dari tari tradisional sampai tari modern."
Animasi,"Seni, Desain & Musik","Jurusan Animasi di beberapa perguruan tinggi di Indonesia merupakan bagian dari Program Studi Desain Komunikasi Visual (DKV) dan pada beberapa perguruan tinggi lainya berdiri sendiri sebagai satu program studi. Jurusan ini dibagi menjadi dua jenis berdasarkan keahlian kompetensi animasi, yaitu untuk film animasi dan animasi game (animasi interaktif).","Kemampuan berpikir kreatif dan terstruktur, Kemampuan imajinasi, Pemahaman artistik, Kemampuan menggunakan software gambar animasi, Pemahaman komposisi warna, Kemampuan bernarasi, Kemampuan menggambar","Game Creator, Desainer Grafis Game, Sutradara, Animator",https://campus.quipper.com/majors/id-animasi,"Animasi Seni, Desain & Musik Kemampuan berpikir kreatif dan terstruktur, Kemampuan imajinasi, Pemahaman artistik, Kemampuan menggunakan software gambar animasi, Pemahaman komposisi warna, Kemampuan bernarasi, Kemampuan menggambar Game Creator, Desainer Grafis Game, Sutradara, Animator Jurusan Animasi di beberapa perguruan tinggi di Indonesia merupakan bagian dari Program Studi Desain Komunikasi Visual (DKV) dan pada beberapa perguruan tinggi lainya berdiri sendiri sebagai satu program studi. Jurusan ini dibagi menjadi dua jenis berdasarkan keahlian kompetensi animasi, yaitu untuk film animasi dan animasi game (animasi interaktif)."
Multimedia,"Seni, Desain & Musik","Jurusan Multimedia sangat cocok untuk kamu yang memiliki tingkat kreativitas tinggi dan punya passion di bidang teknologi. Secara umum, Jurusan Multimedia fokus pada pemanfaatan teknologi untuk memproduksi dan mendistribusikan konten multimedia. Multimedia pada dasarnya dibagi menjadi dua jenis yakni linear dan interaktif. Multimedia linier artinya berjalan tanpa adanya alat pengontrol yang bisa dioperasikan pengguna seperti televisi dan film. Sementara multimedia interaktif adalah multimedia yang dilengkapi dengan alat pengontrol yang bisa dioperasikan oleh pengguna sehingga ada interaksi pengguna, contohnya pada game. Sementara dari segi kategorinya, terdapat multimedia communication dan multimedia content production. Untuk kategori communication berkaitan dengan publikasi informasi. Sementara kategori content production adalah penggunaan serangkaian media yang berbeda misalnya teks, animasi, audio, gambar grafik, dan video untuk dipadukan dan menghasilkan produk seperti musik, game, dan film. Nah, jika melihat pemaparan di atas, bidang multimedia ini akan melibatkan orang lain dalam pekerjaannya. Maka, saat memasuki jurusan ini, kamu akan dituntut untuk punya keahlian yang baik untuk memecahkan masalah sekaligus bisa bekerja sama dengan orang lain.","Keterampilan menggambar teknis, Kemampuan mengoperasikan software gambar, Kemampuan berpikir kreatif dan terstruktur, Kemampuan imajinasi, Kemampuan memecahkan masalah, Kemampuan bekerja dalam tim, Pemahaman artistik, Pemahaman komposisi warna","Game Creator, Desainer Grafis Game, Game Programmer / Game Developer",https://campus.quipper.com/majors/id-multimedia,"Multimedia Seni, Desain & Musik Keterampilan menggambar teknis, Kemampuan mengoperasikan software gambar, Kemampuan berpikir kreatif dan terstruktur, Kemampuan imajinasi, Kemampuan memecahkan masalah, Kemampuan bekerja dalam tim, Pemahaman artistik, Pemahaman komposisi warna Game Creator, Desainer Grafis Game, Game Programmer / Game Developer Jurusan Multimedia sangat cocok untuk kamu yang memiliki tingkat kreativitas tinggi dan punya passion di bidang teknologi. Secara umum, Jurusan Multimedia fokus pada pemanfaatan teknologi untuk memproduksi dan mendistribusikan konten multimedia. Multimedia pada dasarnya dibagi menjadi dua jenis yakni linear dan interaktif. Multimedia linier artinya berjalan tanpa adanya alat pengontrol yang bisa dioperasikan pengguna seperti televisi dan film. Sementara multimedia interaktif adalah multimedia yang dilengkapi dengan alat pengontrol yang bisa dioperasikan oleh pengguna sehingga ada interaksi pengguna, contohnya pada game. Sementara dari segi kategorinya, terdapat multimedia communication dan multimedia content production. Untuk kategori communication berkaitan dengan publikasi informasi. Sementara kategori content production adalah penggunaan serangkaian media yang berbeda misalnya teks, animasi, audio, gambar grafik, dan video untuk dipadukan dan menghasilkan produk seperti musik, game, dan film. Nah, jika melihat pemaparan di atas, bidang multimedia ini akan melibatkan orang lain dalam pekerjaannya. Maka, saat memasuki jurusan ini, kamu akan dituntut untuk punya keahlian yang baik untuk memecahkan masalah sekaligus bisa bekerja sama dengan orang lain."
Desain Produk,"Seni, Desain & Musik",Jurusan Desain Produk adalah jurusan yang mendalami ilmu mengenai pembuatan casing atau bagian luar suatu benda/objek agar terlihat menarik. Jurusan Desain Produk juga populer dengan sebutan industrial design.,"Kemampuan komunikasi verbal, visual, dan tekstual, Kemampuan melakukan analisis, Keterampilan menggambar teknis, Kemampuan berinovasi, Kemampuan berpikir kreatif, Pemahaman gambar 2D dan 3D, Detail oriented","Konsultan Properti, Desainer Produk, Dosen, Wirausaha (Entrepreuner)",https://campus.quipper.com/majors/id-desain-produk,"Desain Produk Seni, Desain & Musik Kemampuan komunikasi verbal, visual, dan tekstual, Kemampuan melakukan analisis, Keterampilan menggambar teknis, Kemampuan berinovasi, Kemampuan berpikir kreatif, Pemahaman gambar 2D dan 3D, Detail oriented Konsultan Properti, Desainer Produk, Dosen, Wirausaha (Entrepreuner) Jurusan Desain Produk adalah jurusan yang mendalami ilmu mengenai pembuatan casing atau bagian luar suatu benda/objek agar terlihat menarik. Jurusan Desain Produk juga populer dengan sebutan industrial design."
Rias dan Busana,"Seni, Desain & Musik","Quipperian, siapa nih yang suka mengikuti perkembangan informasi dari para beauty blogger atau fashion influencer? Bidang rias dan busana memang bidang yang seru banget untuk diikuti, bahkan bisa lho dipelajari dengan serius jika kamu kuliah di Jurusan Tata Rias maupun Tata Busana. Rias dan Busana adalah bidang yang fokus pada keahlian menghias wajah dan pakaian. Di jurusan ini, Quipperian akan mempelajari struktur wajah, jeni-jenis alat kecantikan, dan tentu saja teknik menghias wajah. Sementara, menghias pakaian menitik beratkan pada pembelajaran teknik penyempurnaan hiasan pakaian.","Kemampuan menuangkan gagasan dalam karya, Kemampuan manajerial, Kemampuan berpikir rasional, Kemampuan meneliti, Detil, teliti, tekun, Kreatif dan Inovatif","Penata Pengantin (Wedding Stylist), Sales Wedding Organizer, Jurnalis (Reporter), Trend Analyst, Pengarah Gaya (Fashion Stylist), Perancang Busana (Fashion Designer), Pemasok Mode (Fashion Buyer), Penata Rambut (Hair Stylist), Penata Rias (Make-up Artist), Ahli Kecantikan (Aesthetician), Instruktur Pelatihan Kejuruan, Content Creator",https://campus.quipper.com/majors/id-rias-dan-busana,"Rias dan Busana Seni, Desain & Musik Kemampuan menuangkan gagasan dalam karya, Kemampuan manajerial, Kemampuan berpikir rasional, Kemampuan meneliti, Detil, teliti, tekun, Kreatif dan Inovatif Penata Pengantin (Wedding Stylist), Sales Wedding Organizer, Jurnalis (Reporter), Trend Analyst, Pengarah Gaya (Fashion Stylist), Perancang Busana (Fashion Designer), Pemasok Mode (Fashion Buyer), Penata Rambut (Hair Stylist), Penata Rias (Make-up Artist), Ahli Kecantikan (Aesthetician), Instruktur Pelatihan Kejuruan, Content Creator Quipperian, siapa nih yang suka mengikuti perkembangan informasi dari para beauty blogger atau fashion influencer? Bidang rias dan busana memang bidang yang seru banget untuk diikuti, bahkan bisa lho dipelajari dengan serius jika kamu kuliah di Jurusan Tata Rias maupun Tata Busana. Rias dan Busana adalah bidang yang fokus pada keahlian menghias wajah dan pakaian. Di jurusan ini, Quipperian akan mempelajari struktur wajah, jeni-jenis alat kecantikan, dan tentu saja teknik menghias wajah. Sementara, menghias pakaian menitik beratkan pada pembelajaran teknik penyempurnaan hiasan pakaian."
Film dan Televisi,"Seni, Desain & Musik","Film dan Televisi adalah bidang ilmu yang mempelajari bagaimana menciptakan bentuk-bentuk di dalam audio visual lengkap dengan berbagai prosesnya. Segala hal teknis pembuatan film juga program siaran televisi akan kamu lahap habis! Nggak lupa, bekal manajerial juga akan kamu dapatkan di jurusan ini.","Kemampuan manajerial, Kemampuan komunikasi, Kemampuan menulis kreatif, Kemampuan bekerja secara tim, Kemampuan melakukan observasi, Kemampuan melakukan analisis, Teliti, detil, tekun","Penyiar, Video Editor, Jurnalis (Reporter), Produser TV atau Radio, Penata Musik (Music Arranger), Fotografer, Content Creator, Sutradara, Wirausaha (Entrepreuner), Animator",https://campus.quipper.com/majors/id-film-dan-televisi,"Film dan Televisi Seni, Desain & Musik Kemampuan manajerial, Kemampuan komunikasi, Kemampuan menulis kreatif, Kemampuan bekerja secara tim, Kemampuan melakukan observasi, Kemampuan melakukan analisis, Teliti, detil, tekun Penyiar, Video Editor, Jurnalis (Reporter), Produser TV atau Radio, Penata Musik (Music Arranger), Fotografer, Content Creator, Sutradara, Wirausaha (Entrepreuner), Animator Film dan Televisi adalah bidang ilmu yang mempelajari bagaimana menciptakan bentuk-bentuk di dalam audio visual lengkap dengan berbagai prosesnya. Segala hal teknis pembuatan film juga program siaran televisi akan kamu lahap habis! Nggak lupa, bekal manajerial juga akan kamu dapatkan di jurusan ini."
Desain Interior,"Seni, Desain & Musik","Ketika kuliah di jurusan desain interior, kamu akan mempelajari tentang perancangan dan perencanaan penataan suatu ruang bangunan. Beberapa hal yang perlu diperhatikan dalam kegiatan perancangan dan perencanaan itu antara lain fungsi, estetika, dan juga mempertimbangkan psikologis dan kenyamanan pengguna ruangan.","Kreativitas, Kemampuan mendesain bangunan, Kemampuan perencanaan anggaran, Kemampuan membuat analisis, Pemahaman gambar 2D dan 3D, Detail oriented","Konsultan Properti, Graphic Designer (Desainer Grafis), Kontraktor, Desainer Interior",https://campus.quipper.com/majors/id-desain-interior,"Desain Interior Seni, Desain & Musik Kreativitas, Kemampuan mendesain bangunan, Kemampuan perencanaan anggaran, Kemampuan membuat analisis, Pemahaman gambar 2D dan 3D, Detail oriented Konsultan Properti, Graphic Designer (Desainer Grafis), Kontraktor, Desainer Interior Ketika kuliah di jurusan desain interior, kamu akan mempelajari tentang perancangan dan perencanaan penataan suatu ruang bangunan. Beberapa hal yang perlu diperhatikan dalam kegiatan perancangan dan perencanaan itu antara lain fungsi, estetika, dan juga mempertimbangkan psikologis dan kenyamanan pengguna ruangan."
